sep=,
measuredAt,Gesamte Netzeinspeisung (Wh),Gesamter Netzbezug (Wh),PV (Wh),Batterieladung (Wh),Batterieentladung (Wh),Batterie SoC,EV (Wh),Haushalt (Wh),Verbrauch (Wh)
2024-01-26T23:15:00Z,0,"256,985",0,0,0,"0,05",0,"256,985","256,985"
2024-01-26T23:30:00Z,0,"323,605",0,0,0,"0,05",0,"323,605","323,605"
2024-01-26T23:45:00Z,0,"305,527",0,0,0,"0,05",0,"305,527","305,527"
2024-01-27T00:00:00Z,0,"257,062",0,0,0,"0,05",0,"257,062","257,062"
2024-01-27T00:15:00Z,0,"277,624",0,0,0,"0,05",0,"277,624","277,624"
2024-01-27T00:30:00Z,0,"299,74",0,0,0,"0,05",0,"299,74","299,74"
2024-01-27T00:45:00Z,0,"332,16",0,0,0,"0,05",0,"332,16","332,16"
2024-01-27T01:00:00Z,0,"261,433",0,0,0,"0,05",0,"261,433","261,433"
2024-01-27T01:15:00Z,0,"182,963",0,0,0,"0,05",0,"182,963","182,963"
2024-01-27T01:30:00Z,0,"137,017",0,0,0,"0,05",0,"137,017","137,017"
2024-01-27T01:45:00Z,0,"174,849",0,0,0,"0,05",0,"174,849","174,849"
2024-01-27T02:00:00Z,0,"160,879",0,0,0,"0,05",0,"160,879","160,879"
2024-01-27T02:15:00Z,0,"129,93",0,0,0,"0,05",0,"129,93","129,93"
2024-01-27T02:30:00Z,0,"243,415",0,0,0,"0,05",0,"243,415","243,415"
2024-01-27T02:45:00Z,0,"236,502",0,0,0,"0,05",0,"236,502","236,502"
2024-01-27T03:00:00Z,0,"130,125",0,0,0,"0,05",0,"130,125","130,125"
2024-01-27T03:15:00Z,0,"136,216",0,0,0,"0,05",0,"136,216","136,216"
2024-01-27T03:30:00Z,0,"169,602",0,0,0,"0,05",0,"169,602","169,602"
2024-01-27T03:45:00Z,0,"147,744",0,0,0,"0,05",0,"147,744","147,744"
2024-01-27T04:00:00Z,0,"123,681",0,0,0,"0,05",0,"123,681","123,681"
2024-01-27T04:15:00Z,0,"201,581",0,0,0,"0,05",0,"201,581","201,581"
2024-01-27T04:30:00Z,0,"185,465",0,0,0,"0,05",0,"185,465","185,465"
2024-01-27T04:45:00Z,0,"159,08",0,0,0,"0,05",0,"159,08","159,08"
2024-01-27T05:00:00Z,0,"233,79",0,0,0,"0,05",0,"233,79","233,79"
2024-01-27T05:15:00Z,0,"178,395",0,0,0,"0,05",0,"178,395","178,395"
2024-01-27T05:30:00Z,0,"147,524",0,0,0,"0,05",0,"147,524","147,524"
2024-01-27T05:45:00Z,0,"192,105",0,0,0,"0,05",0,"192,105","192,105"
2024-01-27T06:00:00Z,0,"198,5",0,0,0,"0,05",0,"198,5","198,5"
2024-01-27T06:15:00Z,0,"194,839",0,0,0,"0,05",0,"194,839","194,839"
2024-01-27T06:30:00Z,0,"205,917",0,0,0,"0,05",0,"205,917","205,917"
2024-01-27T06:45:00Z,0,"152,421",0,0,0,"0,05",0,"152,421","152,421"
2024-01-27T07:00:00Z,0,"178,797",0,0,0,"0,05",0,"178,797","178,797"
2024-01-27T07:15:00Z,0,"216,146",0,0,0,"0,05",0,"216,146","216,146"
2024-01-27T07:30:00Z,0,"165,202",0,0,0,"0,05",0,"165,202","165,202"
2024-01-27T07:45:00Z,0,"116,311","11,077",0,0,"0,05",0,"127,389","127,389"
2024-01-27T08:00:00Z,0,"113,076","114,537",0,"4,24","0,05",0,"231,855","231,855"
2024-01-27T08:15:00Z,"0,568","89,075","177,329","1,037","6,643","0,05",0,"271,443","271,443"
2024-01-27T08:30:00Z,"2,761","2,017","217,116","62,634","0,063","0,05",0,"153,801","153,801"
2024-01-27T08:45:00Z,"4,946","6,97","248,68","91,04","0,107","0,057811447811447814",0,"159,772","159,772"
2024-01-27T09:00:00Z,"3,418","1,835","280,07","123,057",0,"0,06",0,"155,43","155,43"
2024-01-27T09:15:00Z,"3,285","2,584","315,476","164,466",0,"0,06",0,"150,309","150,309"
2024-01-27T09:30:00Z,"2,768","7,847","341,378","145,114",0,"0,06197986577181208",0,"201,344","201,344"
2024-01-27T09:45:00Z,"14,938","6,057","402,503","207,722","5,889","0,07",0,"191,79","191,79"
2024-01-27T10:00:00Z,"4,136","5,797","478,878","250,02",0,"0,07306397306397307",0,"230,519","230,519"
2024-01-27T10:15:00Z,"4,885","14,222","440,798","2,506","304,313","0,07437931034482759",0,"751,942","751,942"
2024-01-27T10:30:00Z,"6,605","6,23","522,55",0,"399,993","0,0639864864864865",0,"922,168","922,168"
2024-01-27T10:45:00Z,"4,786","157,734","703,545",0,"211,929","0,05703703703703703",0,"1068,422","1068,422"
2024-01-27T11:00:00Z,0,"1001,394","439,538",0,"8,993","0,05",0,"1449,926","1449,926"
2024-01-27T11:15:00Z,0,"1292,586","462,638",0,"8,929","0,05",0,"1764,154","1764,154"
2024-01-27T11:30:00Z,0,"679,371","491,392",0,"8,956","0,05",0,"1179,72","1179,72"
2024-01-27T11:45:00Z,0,"638,442","510,854",0,"8,827","0,05",0,"1158,124","1158,124"
2024-01-27T12:00:00Z,0,"543,543","584,041",0,"8,989","0,05",0,"1136,574","1136,574"
2024-01-27T12:15:00Z,"1,435","382,524","678,475","12,39","8,466","0,05050000000000001",0,"1055,64","1055,64"
2024-01-27T12:30:00Z,"9,932","13,364","739,117","307,428",0,"0,06",0,"435,121","435,121"
2024-01-27T12:45:00Z,"33,736","22,31","769,362","360,071",0,"0,06720136518771332",0,"397,865","397,865"
2024-01-27T13:00:00Z,"20,826","18,152","837,284","527,332",0,"0,07725423728813559",0,"307,279","307,279"
2024-01-27T13:15:00Z,"8,513","5,901","959,666","680,111",0,"0,0928135593220339",0,"276,943","276,943"
2024-01-27T13:30:00Z,"9,256","10,506","1199,164","724,714",0,"0,10916107382550334",0,"475,699","475,699"
2024-01-27T13:45:00Z,"13,109","10,158","1358,97","1005,806",0,"0,1303666666666667",0,"350,212","350,212"
2024-01-27T14:00:00Z,"14,882","9,436","1766,97","1448,816",0,"0,15802721088435373",0,"312,708","312,708"
2024-01-27T14:15:00Z,"11,87","10,429","1913,149","1565,882",0,"0,19414715719063544",0,"345,826","345,826"
2024-01-27T14:30:00Z,"23,23","32,273","2166,939","1665,993",0,"0,2335472972972973",0,"509,988","509,988"
2024-01-27T14:45:00Z,"41,746","47,667","1395,038","282,761","374,171","0,25738255033557045",0,"1492,369","1492,369"
2024-01-27T15:00:00Z,"32,813","15,332","1252,792","420,139","754,115","0,23931972789115644",0,"1569,287","1569,287"
2024-01-27T15:15:00Z,"17,933","18,859","955,24","456,1","37,414","0,24829431438127092",0,"537,479","537,479"
2024-01-27T15:30:00Z,"3,864","7,362","594,984","185,625","16,09","0,25662207357859534",0,"428,947","428,947"
2024-01-27T15:45:00Z,"36,215","42,945","208,436",0,"417,505","0,2539590443686007",0,"632,671","632,671"
2024-01-27T16:00:00Z,"45,036","47,583","32,867",0,"1963,666","0,22874149659863946",0,"1999,08","1999,08"
2024-01-27T16:15:00Z,"22,882","4,618",0,0,"1900,438","0,172876254180602",0,"1882,173","1882,173"
2024-01-27T16:30:00Z,"16,983","7,398",0,0,"354,117","0,15",0,"344,532","344,532"
2024-01-27T16:45:00Z,"3,691","4,528",0,0,"369,427","0,14169491525423727",0,"370,264","370,264"
